irz,beta_s,beta_d,T_d
148.0,-2.988533461713786,1.572130355994445,19.856688298095442
149.0,-2.8267958691608563,1.6355231223083966,19.021323503210926
150.0,-2.844226991164011,1.6153351943134027,18.74943382459684
151.0,-2.9821620979295673,1.5193617200258847,21.099979528935105
152.0,-2.957222494288918,1.5626254167682225,20.136697279269033
153.0,-3.0736615961959437,1.5462208156235335,22.795032168160617
154.0,-2.844974209073822,1.536846021784163,22.465082878816297
155.0,-3.1282640062015403,1.5952112645439254,18.09387761009251
156.0,-3.0866227018983565,1.5470775957013496,22.42094601808231
157.0,-3.0158638921971272,1.607585310927338,19.403229107508842
158.0,-2.8647260863619843,1.865928418361109,11.730436738477318
